Game Clock,2min Warning,Late Game,Lead,d1,d2,d3,d4,Distance,LateLong,Spot,isRedZone,Play Type
0.118680556,0,0,0.478571429,0,1,0,0,0.15,0,0.434343434,0,RUSH
0.110694444,0,1,0.478571429,0,0,1,0,0.075,0,0.404040404,0,RUSH
0.096111111,0,1,0.478571429,0,0,0,1,0.05,0,0.393939394,0,RUSH
0.035555556,0,1,0.428571429,1,0,0,0,0.25,0,0.666666667,0,RUSH
0.0325,1,1,0.428571429,1,0,0,0,0.25,0,0.545454545,0,PASS
0.029444444,1,1,0.428571429,0,1,0,0,0.25,0,0.545454545,0,PASS
0.026388889,1,1,0.428571429,0,0,1,0,0.25,1,0.545454545,0,PASS
0.021666667,1,1,0.428571429,0,0,0,1,0.25,1,0.545454545,0,PASS
0.963888889,0,0,0.45,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.955436508,0,0,0.45,0,1,0,0,0.275,0,0.767676768,0,PASS
0.946984127,0,0,0.45,1,0,0,0,0.25,0,0.646464646,0,RUSH
0.938531746,0,0,0.45,0,1,0,0,0.25,0,0.646464646,0,RUSH
0.930079365,0,0,0.45,0,0,1,0,0.15,0,0.606060606,0,RUSH
0.904722222,0,0,0.45,1,0,0,0,0.25,0,0.575757576,0,RUSH
0.88781746,0,0,0.45,0,1,0,0,0.4,0,0.636363636,0,RUSH
0.870912698,0,0,0.45,0,0,1,0,0.2,1,0.555555556,0,PASS
0.862460317,0,0,0.45,0,0,0,1,0.05,0,0.494949495,0,RUSH
0.854007937,0,0,0.45,1,0,0,0,0.25,0,0.434343434,0,RUSH
0.845555556,0,0,0.45,0,1,0,0,0.225,0,0.424242424,0,RUSH
0.837103175,0,0,0.45,0,0,1,0,0.05,0,0.353535354,0,RUSH
0.828650794,0,0,0.45,1,0,0,0,0.25,0,0.333333333,0,RUSH
0.832222222,0,0,0.45,1,0,0,0,0.25,0,0.757575758,0,PASS
0.824166667,0,0,0.45,1,0,0,0,0.25,0,0.606060606,0,RUSH
0.816111111,0,0,0.45,1,0,0,0,0.25,0,0.454545455,0,RUSH
0.808055556,0,0,0.45,0,1,0,0,0.175,0,0.424242424,0,RUSH
0.8,0,0,0.45,0,0,1,0,0.15,0,0.414141414,0,PASS
0.8,0,0,0.45,0,0,0,1,0.15,0,0.414141414,0,PUNT
0.790277778,0,0,0.464285714,1,0,0,0,0.25,0,0.545454545,0,RUSH
0.781574074,0,0,0.464285714,0,1,0,0,0.175,0,0.515151515,0,PASS
0.77287037,0,0,0.464285714,0,0,1,0,0.175,1,0.515151515,0,RUSH
0.764166667,0,0,0.464285714,0,0,0,1,0.525,1,0.656565657,0,PUNT
0.747222222,0,0,0.464285714,1,0,0,0,0.25,0,0.767676768,0,RUSH
0.739444444,0,0,0.464285714,0,1,0,0,0.2,0,0.747474747,0,PASS
0.731666667,0,0,0.464285714,0,0,1,0,0.2,1,0.747474747,0,RUSH
0.731666667,0,0,0.464285714,0,0,0,1,0.425,1,0.838383838,0,PUNT
0.684722222,0,0,0.464285714,1,0,0,0,0.25,0,0.95959596,0,RUSH
0.672314815,0,0,0.464285714,0,1,0,0,0.075,0,0.888888889,0,RUSH
0.659907407,0,0,0.464285714,0,0,1,0,0.05,0,0.878787879,0,RUSH
0.659907407,0,0,0.464285714,0,0,0,1,0.025,0,0.868686869,0,PUNT
0.604444444,0,0,0.421428571,1,0,0,0,0.25,0,0.858585859,0,RUSH
0.595722222,0,0,0.421428571,1,0,0,0,0.25,0,0.737373737,0,RUSH
0.587,0,0,0.421428571,0,1,0,0,0.225,0,0.727272727,0,RUSH
0.578277778,0,0,0.421428571,0,0,1,0,0.3,1,0.757575758,0,PASS
0.569555556,0,0,0.421428571,1,0,0,0,0.25,0,0.575757576,0,PASS
0.519166667,1,0,0.464285714,1,0,0,0,0.25,0,0.797979798,0,RUSH
0.516527778,1,0,0.464285714,0,1,0,0,0.1,0,0.737373737,0,PASS
0.513888889,1,0,0.464285714,1,0,0,0,0.25,0,0.585858586,0,PASS
0.508611111,1,0,0.464285714,1,0,0,0,0.25,0,0.272727273,0,PASS
0.504722222,1,0,0.464285714,1,0,0,0,0.075,0,0.03030303,1,RUSH
0.5,0,0,0.514285714,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.494055556,0,0,0.514285714,0,1,0,0,0.1,0,0.696969697,0,RUSH
0.488111111,0,0,0.514285714,1,0,0,0,0.25,0,0.656565657,0,RUSH
0.482166667,0,0,0.514285714,0,1,0,0,0.1,0,0.595959596,0,RUSH
0.476222222,0,0,0.514285714,0,0,1,0,0.025,0,0.565656566,0,RUSH
0.476222222,0,0,0.514285714,0,0,0,1,0.075,0,0.585858586,0,PUNT
0.41969697,0,0,0.514285714,1,0,0,0,0.25,0,0.777777778,0,RUSH
0.412449495,0,0,0.514285714,0,1,0,0,0.125,0,0.727272727,0,RUSH
0.40520202,0,0,0.514285714,1,0,0,0,0.25,0,0.666666667,0,RUSH
0.397954545,0,0,0.514285714,0,1,0,0,0.15,0,0.626262626,0,RUSH
0.383459596,0,0,0.514285714,1,0,0,0,0.25,0,0.414141414,0,RUSH
0.376212121,0,0,0.514285714,0,1,0,0,0.1,0,0.353535354,0,RUSH
0.368964646,0,0,0.514285714,0,0,1,0,0.075,0,0.343434343,0,RUSH
0.361717172,0,0,0.514285714,0,0,0,1,0.025,0,0.323232323,0,RUSH
0.354469697,0,0,0.514285714,1,0,0,0,0.025,0,0.01010101,1,RUSH
0.296388889,0,0,0.514285714,1,0,0,0,0.25,0,0.757575758,0,PASS
0.291759259,0,0,0.514285714,0,1,0,0,0.25,0,0.757575758,0,RUSH
0.28712963,0,0,0.514285714,0,0,1,0,0.2,1,0.737373737,0,PASS
0.258888889,0,0,0.464285714,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.25,0,0,0.464285714,0,1,0,0,0.175,0,0.727272727,0,PASS
0.244015152,0,0,0.464285714,1,0,0,0,0.25,0,0.656565657,0,RUSH
0.238030303,0,0,0.464285714,0,1,0,0,0.025,0,0.565656566,0,PASS
0.232045455,0,0,0.464285714,1,0,0,0,0.25,0,0.525252525,0,PASS
0.226060606,0,0,0.464285714,0,1,0,0,0.25,0,0.525252525,0,RUSH
0.220075758,0,0,0.464285714,0,0,1,0,0.2,1,0.505050505,0,PASS
0.208106061,0,0,0.464285714,1,0,0,0,0.25,0,0.383838384,0,PASS
0.202121212,0,0,0.464285714,1,0,0,0,0.25,0,0.131313131,1,RUSH
0.196136364,0,0,0.464285714,0,1,0,0,0.275,0,0.141414141,1,PASS
0.104444444,0,1,0.464285714,1,0,0,0,0.25,0,0.757575758,0,PASS
0.095925926,0,1,0.464285714,0,1,0,0,0.375,0,0.808080808,0,PASS
0.087407407,0,1,0.464285714,1,0,0,0,0.25,0,0.595959596,0,RUSH
